ID,微博内容
11,#平安五一行#【五一旅途必备！手机丢了、身份证丢了…该怎么办？】近日各地进入旅游旺季，五一小长假，景区车站人多嘈杂，一不留神就可能出状况：丢手机、丢车票、丢身份证，甚至有些家长把孩子都丢了，还有人错过车、坐错车……人在囧途，遇上这些突发状况怎么办？戳↓五一出行“应急包”，超实用！ ????????
12,#剑指诈骗#【牢记三招防范假冒“领导”】①接到电话不乱猜，直接询问对方姓名②对方说急需用钱时，要核实真假；③对于借钱和转账的要求，更要慎重。谨记：不乱猜、不转账、多核实！快转给更多人！
13,#奇葩司机#【写在一位“网红”和“银河系皇族”交通违法之后……】这都什么路子，蜀黍又要动手动脑画图了↓↓提醒：#平安五一行# ，别再让蜀黍遇到来自火星的你！@公安部交通安全微发布 ????????
14,【扩散！在瑞典中国公民请记住这些电话】据央视，瑞典安全部门正就该国近期可能遭恐怖袭击的情报进行调查。中国驻瑞典使馆提醒在瑞中国公民尽量减少外出，遇紧急情况可拨112或中国驻瑞典使馆领保与协助电话：+46-763383654，外交部全球领事保护与服务应急呼叫中心电话：+86-10-1230，周知！ ????????
15,#蜀黍带你涨姿势#【法官总结：非法集资7大骗术！】虚拟理财？P2P平台融资？打“养老”旗号诱惑老人加盟？非法股权众筹……这些现在常常可以听到的所谓金融“新名词”也许就藏着深深的诈骗陷阱！戳图↓↓@济宁中院 的专业法官给你提个醒，千万别再以为自己被馅饼砸中了！ ????????
16,【撞伤民警的犯罪嫌疑人涉嫌故意杀人被逮捕】25日，贵溪市公安局刑侦大队3名民警在抓捕犯罪嫌疑人时，遭其同伙恶意驾车冲撞，致民警程永林、汪志明受伤，其中程永林重伤，现仍在医院重症监护室救治。案发当晚，恶意驾车冲撞民警的犯罪嫌疑人被抓。29日，因涉嫌故意杀人被逮捕。O【独家】@所有人！撞伤民警的犯罪嫌疑人涉嫌... ????????
17,货真价实的“大片”
18,#剑指诈骗#【提醒！“我是你领导”+“快给我转账”，要小心！】骗子步步设伏，演绎“我是你领导”：①打电话冒充某领导；②让受害人送钱过去；③说现金不方便，让直接给领导转账。骗子一天打上百个电话，总有人“中招”！戳视频，揭秘犯罪嫌疑人如何演绎此类诈骗“剧本”：O网页链接 ????????
19,#平安五一行#【注意！这17人干了这些事儿↓↓被国家旅游局“拉黑”了！】五一小长假在即，如何文明出行，抵制不文明旅游行为成为热点。去年国家旅游局出台游客“黑名单”制度，截至2016年4月，已有17人上了“黑名单”。部分航空公司、旅行社及景区都开始采取相应跟进措施。旅游别任性，文明更快乐！ ????????
20,#蜀黍带你涨姿势#【大伯痛哭称被盗，路人掏钱凑路费，真相竟是…】近日，有网友称杭州杨家门菜场一大伯因遭遇小偷痛哭流涕，引来好心人慷慨解囊，大伯则以刷子回赠。且慢同情，看果壳达人@警察蜀黍 扒皮↓↓原来当这位“大伯”还是“大哥”的时候，就用此伎俩行走江湖了。一般这样的都是职业乞讨↓↓ ????????
21,20个家庭消防安全细节，总有几条你没在意，快改！别让安全隐患在你家大摇大摆你却视而不见！@浙江衢州公安 ????????
22,#银河系富二代#看完这段惊恐的视频，你还会漠视那二十七次交通违法吗？L秒拍视频 ????????
23,#平安五一行#【人手一份！五一出游安全急救常识[推荐]】中暑、烫伤、扭伤、食物中毒…五一小长假在外游玩时，万一遇到这些意外怎么办？救治不当很可能会造成二次伤害。出游在外，安全第一，赶快戳图↓↓了解安全急救常识，转发收藏！@人民网 ????????
24,#蜀黍带你涨姿势#【太机智！男子银行卡被盗刷19万 马上存100元让银行全赔】银行卡被盗刷案例不少，最终法院判定的担责情况各不相同。但去年11月，宁波的唐先生发现被盗刷后，马上往卡里存了100元，这一步成为法庭上最有利证据之一，法院据此判定，被盗刷时卡未离身，判银行全赔！O男子银行卡被盗刷19万 靠这招让银行全赔 ????????
25,#警察蜀黍是暖男#创意短片 Loteria TVC ，温馨感人，一个默默地给身边人带来温暖与快乐的人，相信他也一定会得到温暖的回应。O网页链接????@梦想家没有昵称 ????????
26,"【面对威胁，你会怎么做？】外形凶狠陌生男子谎称和女孩是情侣，要带女孩走，女孩发出求助，一衬衫小哥(长得好像吴奇隆)迅速反应过来，问：""你知道她名字吗？""男子答不出，威胁要喊哥们帮忙。面对暴力威胁，这群少年会坚持保护女孩吗？O网页链接 (@你会怎么做 ) 网友：瞬间被小哥圈粉！ ????????"
27,内什么，整天嚷嚷的单身汪在哪里？懂事儿的话，还不快给警花们送个节日祝福？[玫瑰]
28,【警惕！团伙专挑夜店作案：美女围着跳舞挑逗 痴男魂丢手机被偷】日前广东警方打掉一个专在广州、佛山等城市的酒吧、夜店盗窃的犯罪团伙，他们往往男女搭配作案，通常是两三名女成员围着事主跳舞，故意挑逗以吸引其注意力，男成员则负责伺机下手扒窃。仅去年底至今，已作案50起。O2016年4月29日 ????????
29,【男子违停被贴条狂追600米掌掴交警：给我删了去】昨日，交警小王在一辆违停轿车的车窗上贴了违法停车告知单。不料，他离开现场五六百米远后，车主竟追了上来，要求他删除违停证据，未果后竟动手掌掴。车主称，停车五六分钟就被贴条，气不过才动手。该车主已被控制。O违停被贴条 男子掌掴交警 ????????
30,警校各系的妹子都不想和你说话（@苏警小政 ）网友：知道为啥警察蜀黍有辣么顽强的战斗力了…… ????????
31,生快！
32,
33,【防止个人信息泄露，这些你要做到！】①快递收货地址尽量填工作单位；②有用的单据妥善保存，无用的碎掉或涂黑再丢弃；③存有个人信息的旧手机尽量避免转卖；④公共场所尽量不使用来路不明的免费WiFi；⑤使用身份证复印件要在上面标明用途；⑥微信上不晒包含个人信息的照片。更多↓↓
34,【泽熙徐翔、中信证券程博明等人被依法批捕】泽熙投资管理有限公司法定代表人、总经理徐翔等人涉嫌操纵证券市场、内幕交易犯罪，于近日被依法批准逮捕。中信证券股份有限公司总经理程博明、经纪业务发展委员会行政负责人刘军、权益投资部负责人许骏等人涉嫌犯罪，也被依法批捕。O网页链接 ????????
35,【2016最新征兵宣传片：战斗宣言！】最精彩的画面，最具血性的镜头都在这里。O网页链接 看完它，你就是下一位军营男神！网友：热血沸腾，燃爆！ ????????
36,【朋友用自动褪色笔写借条 女子万元借据变白纸】2015年底，常州的张阿姨将辛苦攒下的2万元钱借给了朋友吴先生，吴先生表示过了春节一定还，还主动写下借条。今年3月，吴先生矢口否认借钱一事，张阿姨发现借条竟变一张白纸。原来当时吴先生是用自动褪色笔写借条。°自动褪色笔写借条 万元借据变成白纸教你写规范借条↓ ????????
37,【将境外非政府组织在华活动纳入法治轨道????境外非政府组织由公安机关登记管理】公安机关在管理外国组织机构及其人员在中国的活动方面，有着丰富的经验。法律把这个权力赋予公安机关，有利于公安机关为境外非政府组织在华活动提供更加便捷的服务。O网页链接
38,#五一平安行#严禁携带易燃、易爆、有毒等危险品以及有碍乘客安全和健康的物品；不得携犬乘坐公交车！
39,#蜀黍带你涨姿势#【网友评出世界9大反恐精英 哪个是你的“菜”?】据@军报记者????国际恐怖活动越来越猖獗，已成为世界和平和安全的主要威胁之一。为此世界各国纷纷组建了专门执行反恐怖活动的特种部队。戳图回顾各国的精英特种部队那些曾经的存照。PS：嗯，其实咱们公安特警也很棒，同意不？ ????????
40,#警营正能量# 【空乘学特警 安全驻心中】4月28日上午，深圳航空南宁分公司客舱服务部的16名空乘人员，来到@南宁特警????支队观摩学习。一边是美丽的空姐，一边是帅气的特警，画面太美......那个小兄弟，你脸有点红？L秒拍视频 ????????
41,"#断链行动#【传播淫秽低俗内容 小咖秀等网络平台被查】全国扫黄打非办今天通报一批网络直播平台涉""黄""案件，映客、在直播、秒拍、小咖秀等被查处。这些平台提供淫秽色情内容，部分网络主播进行性挑逗、性暗示。据统计，去年我国网络直播平台用户量达2亿人。O网页链接别博了眼球，忘了责任! ????????"
42,#蜀黍带你涨姿势#【这样使用身份证复印件更安全！】①妥善保管，避免随意丢弃②使用时标明用途，如“本复印件仅用于办理**使用，再复印无效”③标注最好分三行写，每行最后画一条横线，书写在和身份证的实际内容有接触，但不压住身份证关键信息的部位④在打印店复印完成后，清除复印机缓存。
43,#平安五一行#【五一出行必看！最新出行预测报告：五一假期这些地方最好避开！】五一小长假就要开始了！什么时候路上车最多？什么地方最堵？怎样合理地选择出行时间和路线？这些问题你都想清楚了吗？[推荐]戳链接↓↓↓帮你解决这些问题！°一图丨最新出行预测报告来啦  五一假期这些地... ????????
44,#警营正能量#【协警抓贼受重伤 市民纷纷伸援手】近日，广西南宁协警周厚挺在骑电动车追击盗车男子时，因相互碰撞重伤倒地。市民纷纷为他撑伞，拿矿泉水，帮他擦拭伤处。此后，周厚挺被送往医院。盗车男子被公安机关刑拘。周厚挺目前已恢复神智，非常感激帮助他的市民。[玫瑰]祝厚挺早日康复！ ????????
45,#断链行动#【轻松击穿实木板加3个铁罐！浙江破获买卖枪支案 】近日，丽水警方会同多地，对一起特大网络非法买卖枪支案统一收网，已抓获犯罪嫌疑人18名，缴获枪支61把、配件500套、1套枪管制造设备、枪管原材料2吨。嫌疑人试枪视频：1厘米厚实木板加3红牛铁罐，轻轻松松被打穿…O网页链接 ????????
46,【你的个人信息就是这样被泄露的！一定要注意！】据统计，78.2%的网民个人身份信息都被泄露过，包括姓名、家庭住址、身份证号等。个人信息的收集越来越容易，购物小票、快递单等单据、旧手机、身份证复印件、公共WiFi、网络问卷……这些方式都可能泄露你的个人信息！如何防范？戳图了解↓↓@人民日报 ????????
47,#蜀黍带你涨姿势##平安五一行#【如遇此情，如何“自救反杀”？】25日，一名女子在上海松江第一人民医院停车场内被一名男子暴力袭击并抢走手机。目前，该嫌疑人已经落网。女性如果遇袭遇劫该咋办？@石家庄公安网络发言人????为大家科普一下，如遇此情如何“自救反杀”↓↓妹纸们，转发收藏！ ????????
48,【好消息！孩子被成功解救！】今日凌晨2时41分许，江西安远县公安局4.24拐卖儿童案专案组民警在广州市白云区大埔村一出租公寓302室，将涉嫌拐卖儿童的钟某香（女）抓获，成功解救出被拐儿童“廖子龙”。#警情播报##蜀黍帮寻人#
49,【新华社：我国出台境外非政府组织境内活动管理法】十二届全国人大常委会第二十次会议28日下午表决通过《中华人民共和国境外非政府组织境内活动管理法》。法律自2017年1月1日起施行。法律规定，国家保障和支持境外非政府组织在中国境内依法开展活动。 °新华社：我国出台境外非政府组织境内活动管理法 ????????
50,#蜀黍带你涨姿势#【一览尽收！2016年5月实施法律法规大盘点[推荐]】全国社会保障基金与社会保险基金是不是一回事？全面推开营业税改征增值税试点的通知有哪些？见下图，让你一图读懂！↓↓↓（图说普法） ????????
51,【黄明：全力以赴抓好五一假期安保维稳措施落实】公安部28日召开视频调度会，对假期安保维稳工作进行调度检查、动员部署。黄明强调，要进一步增强忧患意识，树立底线思维，全力以赴抓好安保维稳措施落实，确保群众旅游、出行人身财产安全和社会治安平稳有序。 °黄明：全力以赴抓好“五一”假期安保维稳措施落... ????????
52,#蜀黍带你涨姿势#【民间借贷“两线三区”你真的看懂了吗？】戳图细看↓↓ 提醒：一定在“司法保护区”内依法进行借贷活动。天上没馅饼，投资有陷阱。（@济宁中院 ） ????????
53,别闯红灯……L济宁身边事的秒拍视频 ????????
54,【我们谴责殴打保安的暴徒，不因为Ta开宾利是女人！】近日，北京顺义某小区保安周某因劝阻一位宾利女车主挪车而起争执，该女车主叫来多人殴打周某。27日，北京警方通报此案，涉案人员已被抓获，“宾利女”被刑拘。“长安剑”对“宾利女”要说四句话↓↓你怎么看？ ????????
55,【普通人被训练成“特工” 小伙自学成”听风者”辨军机型号】钟某此前在广东一商场打工，被境外间谍策反后，搬到大山里一军用机场附近，每日记录飞机起降信息，开始还需眼观，但时间一长，只听一下飞机的声音，就可辨出飞机型号。°大山里藏“听风者” 听起降声辨军机型 手把手教你反间谍、反策反↓O网页链接 ????????
56,#警营正能量#【杭州塌路拦车协警获见义勇为称号】因在地面发生坍塌前果断处置，成功处置险情的交警，特别是首先发现险情的协警礼为奇，被授予杭州市见义勇为积极分子、一等治安荣誉奖章、千名好民警(协警)荣誉称号。西湖大队文教中队副中队长叶建江、协警石锡明也同时受奖。O杭州塌路拦车协警获见义勇为称号(图) ????????
57,【激情满满！我们的国家我们的兵】5分钟片长，磅礴大气，不失燃情泪点，“祖国终将选择那些忠诚于祖国的人，祖国终将记住那些奉献于祖国的人！”@军报记者 O网页链接 ????????
58,#正能量#【转，送送这位老人！61岁老太勇救3岁落水儿童不幸身亡】南京市黄赵村61岁老太太，为抢救一3岁半落水儿童，跳下2米多深水塘里，将快溺水的孩子救上岸，而自己体力不支，换衣服时昏倒，被送医抢救。因在水下时间太长，呛水过多，老人在重症病房昏迷一个星期后离世。O网页链接 ????????
59,#蜀黍带你涨姿势#《欢乐颂》中，@王子文Olivia 饰演的曲筱绡和@王凯kkw 饰演的赵启平，分别就乘车安全做出正确和错误的示范。图一：曲筱绡喝了酒，所以坐出租车回家。喝酒不开车（√ ）图二：赵启平告知司机地址后没有将头手收回车内。机动车行驶中，乘客不可将身体伸出车外（×） @德州运河公安分局 ????????
60,#警察蜀黍是暖男#父母的时间都去哪儿了？用来爱我们了 L秒拍视频 小长假就要到了，别只想着自己如何嗨皮，多找点时间陪陪爸妈吧！（@一句微博精选 ） ????????
61,【扩散！接到“黑社会”恐吓索钱电话，立即报警！】“你是XXX不？你得罪人了，我是黑社会的，你得罪的人花钱雇我，让我手下兄弟收拾你家人......”如果接到这样电话，能说出你名字、身份证号、住址，不要惊慌，十有八九是诈骗电话！详情↓转发提醒，别上当！
62,#警情播报#【广东缴获28台“碰瓷”专用豪车】近日，广东警方缴获“碰瓷”专用高级轿车28台，刑拘犯罪嫌疑人39名。碰瓷团伙开奔驰、宝马等高档豪车“碰瓷”，用自带的砂纸擦花自己的豪车，逼停事主之后，以耽误了时间、认识黑社会等理由恐吓，逼迫事主就范，给钱了事。@平安南粤 O腾讯新闻 ????????
63,车比孩子重要？
64,
65,#醉驾入刑五周年# 【公安部：继续保持依法严查酒驾力度！】#平安五一行#，一起继续向酒驾说不！我转发，我承诺！
66,【注意！4岁男童生吃半根黄瓜抢救10天 换了7次血浆】4岁3个月大的宏宏吃了去皮的半截生黄瓜，当晚就肚子痛，送到医院时小便呈酱油色。医疗通过置换血浆的方法治疗，每次置换600毫升血浆，一共换了7次，10天抢救终救回。°4岁男童生吃半根黄瓜抢救10天 换了7次血浆 医生提醒：若是从冰箱内拿出水果，应放置半小时后在食用。 ????????
67,#正能量#【大爷好酷！跑完马拉松 坐火车回家还摁倒俩小偷】近日，河南商丘60岁的张岩和朋友参加完渭南国际马拉松比赛，乘火车返家。凌晨5点左右，他被吵醒，两名偷了手机的小偷要逃跑。张岩二话没说摁倒一名小偷，随后飞奔追赶另一名小偷，最终将2名小偷全部抓获，移送警方。O网页链接 ????????
68,【孟建柱会见印尼政治法律和安全事务统筹部长卢胡特 郭声琨参加】孟建柱27日会见印尼政治法律和安全事务统筹部长卢胡特时说，中方愿与印尼方一道，认真落实两国元首达成的共识，加强对接两国发展战略，不断丰富中印尼全面战略伙伴关系内涵，造福两国人民。 °孟建柱会见印尼政治法律和安全事务统筹部长卢... ????????
69,特别是到了要吃晚饭的时间//@中国警察网: 特别是到了要吃饭的时间//@广西公安: 小编内心复杂
70,【人民日报：平凡岗位也能刷“成就感”】一条食指宽、半米长的裂缝，是极易被忽视的。礼为奇执勤中能发现并精准处置，既有对工作的高度认真，也反映了其专业素质和相关部门的高效协同。……他用最质朴的行为告诉我们：只要认真做事、爱岗敬业，你就是英雄。 °平凡岗位也能刷“成就感” ????????
71,【“五一平安行”：一图教你假期出行如何避堵】“五一”小长假即将来临，届时你是否会选择自驾出游？但你知道如何合理选择时间和路线么？高德地图发布2016年五一出行预测报告，对拥堵路段、热门景点等进行前瞻。如何尽可能错峰出行，”北上广“又有哪些路段较为拥堵？赶紧看避堵攻略 ????????
72,#剑指诈骗#【注意！小心假日六大骗术】节日来临，@阿里神盾局????总结了一些骗子的套路↓↓还上当？罚你从头到尾把蜀黍的微博看三遍！ ????????
73,【扩散！遭遇电信诈骗：教你如何紧急止付】当发现遭受电信诈骗后，请保存好汇款或转账时的凭证并立即拨打110报警，或到当地公安机关刑警队、派出所报案，说清被骗经过，准确提供转出现金的账户和骗子的账户，公安部实行涉案账户快速接警止付，最大限度挽回损失。
74,"#剑指诈骗#【怎么辨别手机报退订信息真假？↓】北京小许收到10086短信，说他订了 ""手机报半年包""服务，接着又收到短信让回复取消加验证码可退订，之后10086发短信告知6位USIM卡验证码。小许回复后，卡里钱全没了！莫名收到被订购了高价手机报的信息，接下来的退订引导可能就是骗子明修栈道暗度陈仓。 ????????"
75,【最新！2016年5月-12月放假安排】①劳动节：5月1日，连休3天;②端午：6月9日-11日放假，12日上班;③中秋：9月15日-17日放假，18日上班;④国庆节：10月1日-7日放假，10月8日、10月9日上班。#平安五一行#：30日0时至5月2日24时，收费公路将对7座及以下载客车辆免收通行费，入口不发卡，出口抬杆放行。 ????????
76,#蜀黍带你涨姿势#【警惕这6种短信！别点！】这些都是常见诈骗短信：①这是上次聚会照片，快看看 ②你竟做出这种事 ③这是您于某日某月某地交通违法记录，请查看 ④家长您好，这是本学期学校总结学生各项表现资料 ⑤有人悄悄关注你，点击了解 ⑥这是你的丈夫/妻子在外开房记录，有图为证！
77,【扩散！最近的这些政策，都与你的钱包有关！】①5月起，社保缴存比例降低，职工到手工资有望增加；②手机漫游费将加快取消步伐；③“营改增”全面推开，个人转让二手房将少交税；④退休人员养老金总体水平提高6.5%左右；⑤医务人员收入待遇将提高…戳图了解跟你的钱包息息相关的政策↓↓@人民日报 ????????
78,#剑指诈骗#【央视起底诈骗术之“我是黑社会”】一定看看这个视频，千万别被骗了还跟骗子说谢谢呢……O网页链接 ????????
79,#剑指诈骗#【工信部：北京移动已暂停网站自助换卡】针对央视报道的利用短信验证码复制sim卡电信诈骗，工信部今天回应已紧急发函中国移动采取措施：①联系警方予以立案；②北京公司暂停网站自助换卡业务，进一步完善临时验证码下发等；③向用户普发提示短信。@央视新闻
80,#警营正能量#【吸毒被发现持刀拒捕????派出所民警赤手空拳擒嫌犯】昨天，@平安鹿城 黎明派出所副所长陈成克、民警冯定远和协警周细牙三人在抓捕一名吸毒人员时，遭到了对方持刀拒捕，导致三人不同程度受伤，嫌疑人被当场抓获。当天上午，鹿城警方接到群众举报，市区公园路某民房内有人吸毒。经调查， ????????...展开全文c
81,【紧急扩散：见到这个女人请速报警！】4月24日早9点40分左右，4岁男孩廖子龙在江西赣州安远县版石镇菜市场被图中红衣女子抱走，至今尚无线索。有知情者，请拨打0797-3724042或110与警方联系。警方正告嫌疑人尽快投案！转发扩散，帮孩子早日回家！#蜀黍帮寻人# ????????
82,"【女乘客遭遇""咸猪手"" 身边乘客机智解围】一名网友发微博称，26日成都地铁2号线上，一男子将手伸向身旁女子的大腿部位，女子也一味避让和忍受。地铁上竟无一人帮忙制止！无奈之下，该网友机智提出与女子交换位置，用身体隔开她和该男子。O网曝成都地铁二号线女乘客遭遇“咸猪手”网友机... ""咸猪手""出没，别纵容，即报警！ ????????"
83,#平安五一行#【五一出行：说走就走？不如看好再走！】“五一”小长假想来场说走就走的旅行？还是先看好道路交通情况再走吧！重点城市周边高速拥堵预测↓↓转发备用！（新华网） ????????
84,#蜀黍带你涨姿势#【警惕潜伏在身边的七大爆炸源】生活中有一些常见的爆炸隐患，值得引起大家的重视，警惕下面这７种常见爆炸源，防范于未然，避免爆炸事故的发生↓↓@陕西消防 ????????
85,#蜀黍带你涨姿势#【股权众筹是个what？羊毛财经告诉你】听说攀上股权众筹就能赚大钱？听说有了“原始股”，只要躺着等它升值就行了？听说隔壁老王去年投了点股权，今年就买了辆玛莎拉蒂？股权众筹到底是个what？戳↓↓????羊毛财经告诉你。提醒：金融投资有风险，务必谨慎！L秒拍视频 ????????
86,#蜀黍带你涨姿势#【手机充电如何避免“误区”? 天天用手机这个不可不知】如果你：①充电器混用。②充电线混用。③充电时不注意温度。④频繁充电。⑤新手机忘激活……那你一定要戳图↓↓让曾经发生的危言耸听的锂电池爆炸等危险绕道远离你！转给同样和你一样晕乎乎的TA！@创新e警 ????????
87,#平安五一行#【五一期间“魔鬼”路段：高速哪里堵？哪里危险？哪里最憋尿？】高德地图根据历年五一期间的交通大数据显示，东莞的莞佛高速最拥堵，车速只有19km/小时；杭州的沪昆高速，事故发生率最高；G4京港澳高速最憋尿，达5小时以上。你准备好了吗？ ????????
88,#治安提示#【电梯里遇到色狼你会怎么办？】女生独自一人时遇到流氓该怎么办？网曝一段电梯监控视频，女子痛快回击骚扰男。提醒：女性任何反击一定要以保护好自身生命安全为前提，找准时机，自卫保护，求助他人，迅速报警！O网页链接（最神奇的视频） ????????
89,#蜀黍带你涨姿势#【@央视新闻 带你看看新版百元钞票是如何雕刻的】马荣，我国第一位人民币人像雕刻的女雕刻家。凹版雕刻是不可逆的，一个点或线刻坏，数月努力都将推倒重来。她说，第一刀习惯雕刻人物眼睛，创作是她和那双眼睛对话的过程。看视频，致敬大国工匠！O网页链接 ????????
90,#警察蜀黍是暖男#【谁说人生就只是一场马拉松？】都说人生是一场马拉松，但真是如此吗？值得一看的短片，从50秒起，颠覆你的思想！[推荐]O网页链接 ????????
91,【成都20岁小伙侵走机动车道不服罚 对女警动粗被刑拘】26日，成都一环路北三段八中路口，一20岁男子骑电动自行车侵走机动车道，被正在执勤的女交警拦下。该男子不仅不服交警的教育和处罚，还出口辱骂，将女交警推倒在地，造成女交警多处受伤。该男子因涉嫌妨害公务罪被刑事拘留。O成都20岁小伙侵走机动车道不服罚 对女警动粗... ????????
92,【女子20万买假币 质量太差花不掉报警】想买些高仿人民币，发笔不义之财，于是两名女子花了20万，买回来80万的假钞，但由于这些假钞根本花不出去，其中一名女子向警方报案。这两名女子因涉嫌购买假币罪，一名被取保候审，一名正被追逃。而对于卖假钞给她们的人，警方也在追逃中。O女子20万买80万假币 质量太差花不掉报警 ????????
93,【郭声琨：全力推动队伍建设各项部署落地见效】在全国政法队伍建设工作会议上，郭声琨强调，各级公安机关要扎实抓好各项部署要求的贯彻落实，深入推进思想政治、能力素质、纪律作风建设，努力打造过硬公安队伍，切实担负起党和人民赋予的重大职责使命。 °郭声琨:全力推动队伍建设各项部署落地见效 ????????
94,脸大有理同意的赞//@湖南公安: 不得不说，脸真的大了一圈//@警民携手同行: #聚焦公安正能量# 维护正义，验证真相，给法医代表一个诚挚的握手
95,#警情播报#【“被人贩拐的淋雨小女孩”并非被拐 已经回家】近日，网络热传一条“被人贩子拐骗让好心人拦住了”的淋雨女孩视频，事发地被传为山东济南、广东汕头等地。据上海浦东警方调查称，该女孩并非被拐，已经回家。O“被人贩拐的淋雨小女孩”并非被拐 已经回家 ????????
96,"【忠犬！男子烂醉掉河，收养的狗回村叫人，救回他一命】24日，浙江梁先生醉酒掉进小河。他的狗""花花""狂奔回村，“看起来很慌张，在我边上不停转，还呜呜叫。”随后，突然跑向梅山码头，村民赶紧跟上。小梁最终获救。还好发现早，""潮水涨起来，肯定会淹死""。O钱江晚报 数字报纸 给花花大写加粗的 ????????"
97,【一起承诺！】①不食用野生动物；②不购买野生动物制品；③不养野生动物作宠物，不随意养殖外来物种，以免破坏当地生态；④拒绝动物表演；⑤发现乱捕、滥猎、非法经营野生动植物的不法行为积极举报。保护野生动物，拒绝买卖！转！
98,【习总书记关于#政法队伍建设#重要指示在广大政法干警中产生强烈反响】连日来，习总书记重要指示在全国政法干警中产生强烈反响，大家表示，要用总书记重要指示精神武装头脑、指导实践，进一步抓好政法队伍建设，为履行好党和人民赋予的职责使命提供有力保障。 °努力打造过硬政法队伍 护航平安中国法治中国 ????????
99,#警情播报#警方抓获“小区保安员被殴打”事件多名嫌疑人
100,"#政法队伍建设#【人民日报：向改革创新要创造力——十八大以来政法队伍建设调研报告之三】如何科学衡量工作量，保障干警的休息权？贵阳公安的“数据铁笼”里有一项功能——""时间银行""：民警的加班时间可以存进“银行”，还可以自由兑付“休假”或者“补贴”。 °向改革创新要创造力——十八大以来政法队伍建设... ????????"
101,【注意！民政部再曝光100家山寨社团】民政部官网今日曝光了第五批100个“离岸社团”“山寨社团”名单，其中包括“中国风水学会”、“中国风水研究会”、“中国易经协会”等多家与“风水”有关的组织。截至4月27日，被民政部曝光的山寨社团共计427家。扩散提醒！O网页链接 ????????
102,#蜀黍带你涨姿势#遇到火灾怎么办？包教包会！学不会？让男（女）票教你！
103,#剑指诈骗#【短信带的链接，别点！】犯罪嫌疑人覃某称，他们群发带病毒链接的短信后，受害人一旦点击链接下载内容，骗子就能控制手机，找到带银行卡号的短信，再通过银行内部人员查询身份证号，甚至电话！你的网银就可能被骗子随便刷！
104,"【银行卡未离身被盗30万元 警方启动止付程序追赃】银行卡并未遗失，但林先生卡上30万元存款却不翼而飞。所幸他及时报警，广东、汕头警方快速启动联动机制，及时拦截了该笔资金，案发次日就将30万追回还给了林先生。O网页链接这样报警→""电信诈骗案件侦办平台""全国联网可实时止付↓↓扩散！ ????????"
105,谢谢大家→ ??查看图片
