ID,微博内容
17,#微播江淮#【我省紧跟时代步伐 推动“巾帼建功”】昨天，省“巾帼建功”活动领导小组会议明确我省要提升“巾帼建功”时代内涵，融入同心共筑“中国梦”伟大实践，紧扣“建小康、立新功”主题，鼓励和支持广大妇女创业创新，树立妇女典型，激励和带动广大妇女群众在推动安徽经济社会发展中建功立业。 ????????
18,#安徽好人#【孝老爱亲 七旬夫妇细心照料百岁母亲】太和县大新镇禅堂村有这样一个特殊的三口之家：77岁的徐怀清老人和77岁的妻子康秀琴，共同照顾着102岁高龄的母亲周玉华，用行动证明了久病床前也有孝子。愿这三位老人身体健康生活幸福，愿这样的孝心大爱在我们的社会弘扬开来！O网页链接 ????????
19,#敬请关注#【5月1日新式军车号牌正式启用】根据中央军委部署和四总部通知要求，2013年5月1日起，全军将统一启用新式军车号牌，“2004式”军车号牌自4月30日废止并收缴作废号牌，28日至30日为新旧号牌更换过渡期。点击图片看看新旧军车号牌有啥不同吧！ ????????
20,#四川雅安地震#【80名芦山幼儿将在德阳复课】雅安因灾失学的80名幼儿将转移至德阳市旌阳区安琪儿幼儿园进行2-3个月过渡复课。预计五一后，这些孩子将前往德阳开始学习生活。该幼儿园已准备好可供80名幼儿、教师使用的教室、床位，还安排了二名幼儿心理辅导员，将对幼儿进行心理抚慰和引导via@四川发布 ????????
21,#敬请关注#【合肥市今年再招773名教师】日前，合肥市人社局公布今年第二批教师招聘公告，包括肥东、肥西、长丰在内6个县区，共招聘中小学、幼儿园教师773人。此次教师招聘，实行统一报名和考试，5月9日开始，考生可在网上进行报名。详情请登录合肥市人社局网站通知公告栏O网页链接 ????????
22,#敬请关注#【鼓书“淮军故事”今起巡回上演】五一小长假期间，肥西县旅游局将肥西大鼓和“淮军故事”相结合，针对小长假游客推出极具地方特色的现场演绎项目。由7位鼓书非遗传人组成的表演队伍将给我们带来精彩绝伦的表演。爱好鼓书这种传统艺术形式的朋友们可不要错过哦~具体演出时间地点请戳下图。 ????????
23,#微播江淮#【岩寺新四军军部旧址纪念馆开馆】岩寺是新四军的集结地、整编地、成军地和抗日誓师出征地。去年12月底，黄山市徽州区投资1.2亿元，完成了岩寺新四军军部旧址红色文化提升项目，建成旧址保护、纪念陈展、接待服务等功能区。目前该馆已列为全国国防教育基地，并于昨日正式该馆。 ????????
24,#民生连线#【我省今年计划近10亿元用于城乡养老服务体系建设】其中，省级安排6.91亿，市县安排2.93亿。农村五保供养提标将投入资金7.86亿元，补助标准从年人均1540元增加到1700元。五保供养服务机构建设投入1.68亿元，新建2万张床位各补助8400元。此外，省级还将安排3000万元用于社办养老机构补贴。 ????????
25,#历史上的今天#【化学战受害者纪念日】1997年4月29日，《禁止化学武器公约》生效，其核心内容是在全球范围内尽早彻底销毁化学武器及其相关设施。为悼念化学战受害者并增强国际社会对化学武器危害的认识，2006年，禁止化学武器组织决定将每年的4月29日定为“化学战受害者纪念日”。 ????????
26,#您好安徽#【江淮天气】小长假第一天，天公似乎不太作美，前两天那样艳阳高照的天气要告一段落了。今天淮北和江淮之间北部阴天，江淮之间南部和江南多云转阴，淮北南部和淮河以南大部分地区阵雨或雷雨，大别山区和江南部分地区大到暴雨。全省最高气温26℃，最低11℃。有出行安排的朋友一定要做好应对。 ????????
27,#晚安心语#人生有两样东西是无法挽留的：生命和时间。离开的人，我们等不回来；失去的时间，我们找不回来；当一切已成过去，我们就得朝前看，因为生命不会走回头路。晚安，朋友们！ ????????
28,“拥抱春天随手拍”活动到5月1日就要截止啦！大家赶紧利用难得的假期多拍点作品，让大家分享吧！
29,尽管下降不多，但总比不降甚至还上升要好！
30,劳动最美最光荣！
31,#生活贴士#【睡觉抖腿或是心理病】若晚上睡觉腿时不时会抖动一阵又痛又痒，有可能是患了“不宁腿综合症”。这是一种与心理密切相关的疾病。轻症者应避免疲劳、受凉，若同时患有贫血、糖尿病等应积极治疗。此外患者要避免睡前读悬疑小说或看战争类影视剧。可在睡前适当锻炼，特别是腿部锻炼，但要适度。 ????????
32,#山水安徽#【山水双绝——濮塘风景区】濮塘自然风景区位于马鞍山东部濮塘山，景区内峰峦叠嶂、沟谷纵横，山上林木葱茏、遮天盖地，山间小道密布、蜿蜒曲折。竹海、古树、清泉、钟鼓并称濮塘四绝。还有剑湖画舫、绣帘鸟语、钟鼓奇观等奇特景观。假期和家人、朋友去走一走一定别有一番味道。 ????????
33,#敬请关注#【2013届贫困应届毕业生可获500元求职补贴】2013届高校毕业生将在这个夏天走出校门，没有找到工作，家庭又十分困难的毕业生们该怎么办？我省将针对该人群发放就业补贴金，补贴为一次性500元，下月起即可进行申报。预计6月10日前补贴资金有望发放到毕业生手中。 ????????
34,#开心一刻#【爆笑小学生造句】连续工作七天，上班工作的亲们有木有辛苦的感觉？不管有木有，让你看看小学生造的这些天真无邪、幽默有趣的句子，肯定会乐的放松一下。 ????????
35,#微播江淮#【岳西首次发现成片银缕梅】近日，岳西县林业站农技员在考察银缕梅分布情况。日前，林业部门在大别山腹地黄尾镇境内发现826株国家一级重点保护野生植物、国宝级濒危物种——银缕梅。银缕梅对生长条件要求极高，分布范围狭窄，这次成片发现较为罕见。 ????????
36,#四川雅安地震#【称职村支书——高泽美】高泽美，天全县新华乡落改村党支部书记。地震后10分钟内，他骑着摩托车，跑遍全村5个组，呼喊238户村民撤离房屋，还从危旧房中救出一名八旬老翁。在震后两天没有外界救援的情况下，他带领村民积极自救，秩序井然，一直撑到23日迎来第一批救灾物资。 ????????
37,#安徽好人#【别样的“震区”理发店】我省蚌埠徐国军、徐雪丽和徐国青三兄妹热心慈善事业曾被评为“中国好人”。芦山地震发生后，他们迅速组织起一支11人的志愿服务队，并紧急筹措26万元资金奔赴灾区。25日这天，徐雪丽还和弟弟徐国青一起操起老本行，带领着6名发型师，义务为救灾人员和灾区群众理发。 ????????
38,#微播江淮#【我省县级以上医院将设精神卫生科】今年5月1日，《精神卫生法》将正式施行。《精神卫生法》实施后，我省对精神卫生防治工作的投入也将加大。据悉，“十二五”期间，我省所有县级以上的二级医院，将设立精神卫生科以及精神专科医生。O网页链接 ????????
39,#敬请关注#【合肥火车站小长假增开13.5对临客】为方便大量旅客外出，五一期间，合肥火车站站将加开临客13.5对，其中高速列车4对、动车2.5对、普速列车7对。 ????????
40,#敬请关注#【合肥新桥机场5月30日“起飞”】 已经完成试飞、校飞、运行模拟演练、行业总验收多项准备工作后，合肥新桥国际机场正在静候国家相关部门的“起飞哨”。根据计划，合肥新老机场将在5月29日夜间转场，新桥机场预计5月30日起飞。五一假期将是骆岗机场最后一个客流高峰。 ????????
41,#民生连线#【22个试点县可免费查“两癌”】我省农村妇女可在以下22个试点县免费检查宫颈癌和乳腺癌：肥西县、繁昌县、无为县、怀远县、凤台县、当涂县、含山县、濉溪县、铜陵县、枞阳县、太湖县、祁门县、全椒县、定远县、阜南县、界首市、泗县、金寨县、涡阳县、蒙城县、东至县、宁国市。 ????????
42,#微播江淮#【参展上交会皖企数量居首】上海国际技术进出口交易会是国家级的国内外先进技术展示、交流盛会。首届交易会将于5月8日至11日举办，目前我省已完成组展工作，科大国创软件公司、马鞍山日德瑞陶瓷新材料公司等18家企业参展，参展企业数量全国第一。 ????????
43,#历史上的今天#【井冈山会师】1928年4月28日，朱德、陈毅率领南昌起义保存下来的部队和湘南起义的农军，在江西宁冈砻市与毛泽东率领的秋收起义部队胜利会师，史称井冈山会师。 ????????
44,#晚安心语#不畏将来，不念过去。强大的人，不是有多坚强，而是敢于向前走。雅安，加油！晚安~ ????????
45,#微播江淮#【千年醉翁亭将恢复宋代原貌】滁州市将大手笔打造琅琊山新景观，对千年醉翁亭重新修葺，清朝时，曾国藩曾对战时不慎毁坏的醉翁亭进行了重修，但带有浓厚的湖南建筑风格和清朝建筑风格。此次重新修葺后的醉翁亭，将更加符合历史原貌，最大限度的还原欧阳修在亭中饮酒赋诗与民同乐的全貌。 ????????
46,#生活贴士#【面包挑硬不挑软】面对货架上琳琅满目的面包，多数人喜欢挑选“软、甜、细”的，而真正健康的面包应符合“硬、淡、粗”的特点。从热量上说越硬的面包热量越低，含糖和油脂都很少，而软面包油脂约占10%，含热量较高。从健康角度讲，口感较“粗”、含有大量膳食纤维的全麦面包是不错的选择。 ????????
47,#山水安徽#【妙道山国家森林公园】妙道山拥有秀美的山林景色，是我们感受大自然风情的好地方，分为聚云峰、祖师峰、紫柳园、南溪园、小河南谷五大景区，主峰海拔1460米，山体上下林木茂密，大风起时松涛漫卷十分壮观。风和日丽时泉水淙淙，林海云海相互交融令人心旷神怡。 ????????
48,#安徽好人#【援疆医生马芳 爱心倾注边疆】合肥市第二人民医院超声医学科医生马芳有着20多年的工作经验，2010年，她主动请缨成为安徽省首批援疆医疗队员，克服重重困难，用一丝不苟、精益求精的敬业精神，填补了皮山县多项超声技术空白，为边疆各族同胞送去了福音。O网页链接 ????????
49,#敬请关注#【“五一”小长假 多云“唱主角”】“五一”无论你是宅在家里，还是出门进行户外活动，都会期盼有个好天气。总的来说，今年“五一”老天爷还算给面子，气象部门预计，29日小长假第一天，我省部分地区有雨，后两天则以多云为主，气温也比较宜人，最高气温在二十五六度左右，是出行的好天气。 ????????
50,#微播江淮#【合肥市《托儿所幼儿园卫生保健管理办法》细则出台】细则将于5月1日起实施，内容包括：工作人员上岗前须取得《托幼机构工作人员健康合格证》，在岗工作人员每年进行1次健康检查，儿童入托幼机构前应当进行健康检查，每150名儿童至少设1名专职卫生保健人员等。O网页链接 ????????
51,#四川雅安地震#【省慈善协会收到赈灾捐赠款物近千万元】雅安地震牵动着安徽人的心，我省爱心人士纷纷捐款、捐物，踊跃向灾区献爱心。截至4月26日下午，省慈善协会已接收到总额977万多元的爱心捐赠款物。这些捐赠款物中，善款957万多元，包括单位捐款939万余元和个人捐款18万余元；物资价值20万元。 ????????
52,#四川雅安地震#【开路勇士——张磊】张磊，四川路桥公司一名25岁的操作装载机能手。地震发生当天，为尽快打通前往宝兴的交通生命线，他驾驶装载机走在最前面。余震飞石袭来，他和车一起掉入300米深渊。今天，张磊的遗体被火 化。开路勇士，一路走好！O网页链接 ????????
53,#敬请关注#【科大校友入选美国人文科学院院士】中科大少年班1987级校友庄小威，日前入选美国人文与科学院院士。自2001年起任教于哈佛大学，现为哈佛大学物理系和化学系双聘教授，麦克阿瑟天才奖获得者，美国物理学会会士。去年，她当选为美国科学院院士，是目前美国科学院最年轻的华人院士。 ????????
54,#微播江淮#【全省第一家数字档案馆在望江开建】我省首家数字档案馆建设项目——望江县数字档案馆建设工程于日前完成招标并将启动建设。据悉，该项目也是全国中西部数字档案馆试点项目。所谓数字档案馆是基于计算机网络技术、数据库技术以及多媒体技术的发展而产生的新型档案馆。 ????????
55,#微播江淮#【台湾名品博览会今日开幕】 吃凤梨酥，喝高山茶，看夜明珠鱼，玩小机器人……2013安徽(合肥)台湾名品博览会今日上午在安徽国际会展中心开幕。来自台湾的约500家参会参展企业带来了自己的新技术、新产品，在六大形象区及九大产业区集中展示。本次博览会历时4天。亲们，别错过了哟~ ????????
56,#民生连线#【环卫工人节前免费体检】“五一”前夕，合肥市翠庭园社区工会为长期坚守一线岗位的环卫工人们送上“健康礼包”。翠庭园社区工会组织社区医院免费为辖区环卫工人提供10多项体检服务，并为每位环卫工人建立健康档案，实现“保姆式”定期医疗服务。 ????????
57,#微播江淮#【我省决定表彰一批劳动竞赛先进】省劳动竞赛委员会、省总工会近日决定表彰五个方面先进集体、先进个人。此次评选表彰，注重面向基层、面向经济建设第一线，选树一批优秀职工技术人才，大力弘扬他们勇于创新、敢为人先、刻苦钻研、无私奉献的先进事迹。详见长微博。 ????????
58,#微播江淮#【合福铁路架立接触网第一杆】昨日合福铁路客运专线第一根接触网支柱在铜陵公铁两用大桥南引桥上架立，这标志着合福铁路客运专线站后工程开始。合福铁路安徽段北起合肥，途经巢湖、无为、铜陵、南陵、泾县、旌德、歙县、绩溪，由黄山出我省，经江西至福建福州。我省境内全长343公里。 ????????
59,#历史上的今天#【黄花岗起义】1911年4月27日，中国同盟会在广州发动的反清武装起义黄花岗起义爆发。黄兴率敢死队进攻广州两广总督衙门，与清军激战一昼夜，因伤亡过大退却。方声洞等100余人牺牲，林觉民、喻培伦等29人被捕 就义。事后收殓遗骸72具于广州黄花岗，史称“黄花岗七十二烈士”。 ????????
60,#晚安心语#看见山时，你在山外；看见河流时，你在河旁。如果你正感到伤痛，那便是走出悲伤的开始。如果黑夜让你感到孤单，那就看看窗外的月光、伴着我们的牵挂安然入睡吧。因为，醒来就是阳光明媚的明天！晚安，朋友！晚安，雅安！ ????????
61,欢迎回家。
62,#生活贴士#【警惕四大护肤品谎言】很多护肤品往往不但在其产品宣传中夸大了产品的作用和效果，而且广告语也常常使用术语暗示误导消费者。小编统计了四种广告商们比较常用的谎言，以后大家买护肤品时要仔细谨慎了噢。 ????????
63,#山水安徽#【九井沟】九井沟因水滴石穿的九井而得名，位于安庆市宿松县境内，险峻的山峰、嶙峋的怪石、形神兼备的仙女浴池、波光粼粼的雷公潭、飞流直下的三叠瀑布、横空出世的“石破天惊”，这些无一不让游人惊叹大自然的鬼斧神工。千年罗汉松傲立在崇山峻岭，神秘的龙和大峡谷至今无人窥探其真颜。 ????????
64,#敬请关注#【我省13类考生高考可获加分 符合多项加分条款时不累加】根据新近出台的高招政策，今年我省高考报名考生中有13类人的考试成绩总分可获得相应加分。同时符合多项加分条款的考生，省教育招生考试院投档时只取最高的一项分值，不予累加。家有考生，请转走。详情戳大图。 ????????
65,#安徽好人#【社区“雷锋大妈团”帮助他人快乐自己】界首市东顺河社区，有这样一群热心肠的大妈：她们热心护学，她们悉心调解，她们见义勇为，她们义务巡逻维护治安……她们中年龄最长的70多岁，平均年龄近六十岁，坚持助人为乐，被当地居民亲切地称为“雷锋大妈团”。O网页链接 ????????
66,#敬请关注#【我省17家景区“五一”门票有优惠】国家发改委部署全国各地价格主管部门在“五一”劳动节期间，对实行政府定价和政府指导价的1200余家景区门票价格实行优惠。包括黄山、九华山、天柱山三家5A级景区在内的17家安徽景区榜上有名。优惠详情请戳大图，亲，五一小长假，来安徽旅游吧。 ????????
67,#微播江淮#【我省10项目获国家533.46万元出版基金资助】2013年国家出版基金资助项目评审结果近日揭晓，我省共有10个项目获资助，资助金额533.46万元。该基金于2007年7月设立，是继自然科学基金、哲学社会科学基金之后的又一国家级文化基金。截至目前，我省有32个项目获该基金资助，总金额5168余万元。 ????????
68,#四川雅安地震#【大爱天使——牟云和他的医疗救护队】牟云，一位具有32年丰富医疗经验的外科医生。在宝兴县灵关中学，3天时间内他和他的什邡医疗救护队已经接诊病人70多名，向600多名灾民进行了卫生防疫知识宣传和健康教育。汶川地震、玉树地震、舟曲泥石流灾害，每一次他和他的医疗救护队都在。 ????????
69,"#微播江淮#【我省启动""绿书签行动""】在昨日省暨合肥市侵权盗版及非法出版物集中销毁活动现场，发放了“拒绝盗版、拥抱梦想”的绿书签。省直“扫黄打非”成员单位将选择3至5个大型广场或社区，各市将选择3所中小学、10家网吧、10家书店、3家影剧院，张贴宣传海报、派发绿书签、举行反盗版签名活动。 ????????"
70,#微播江淮#【首季我省文化产品出口跃居全国第五】今年一季度，我省文化产品出口3亿美元，出口值居全国第5位，同比上升了16位；出口增长25.8倍，位居中部第1位，全国第5位。文化产品出口中，视觉艺术出口表现抢眼，出口2.8亿美元，增长32倍，占出口总值的93.3%。 ????????
71,#微播江淮#【我省大别山片区扶贫攻坚实施规划出台】省政府日前批准《安徽省大别山片区区域发展与扶贫攻坚实施规划》(2011-2015年)，并已报国务院片区规划办公室申请备案。据悉，规划实施完成后，大别山片区地区生产总值将达到1800亿元，城镇居民人均可支配收入超过20000元，农民人均纯收入超过7000元。 ????????
72,#四川雅安地震#【四川决定27日为全省哀悼日】四川省人民政府公告：为表达全省各族人民对“4??20”芦山7.0级地震遇难同胞的深切哀悼，省政府决定，2013年4月27日为全省哀悼日。当天，停止公共娱乐活动，8时2分起，全省人民默哀3分钟，届时汽车、船舶鸣笛，防空警报鸣响。明天，让我们一起，送逝者一程。 ????????
73,#四川雅安地震#【皖书画名家创作百幅作品捐助雅安】为援助雅安地震灾区学校学生，我省书画名家精心创作了100幅绘画作品用于义卖捐赠。昨日，这些作品全部到位，将亮相本月28 日举行的赈灾义卖现场。本次捐赠所得善款将交至省爱心助学协会官方捐赠账号，最后统一捐给雅安地震灾区学校，并公布明细表。 ????????
74,#历史上的今天#【日内瓦会议召开】1954年4月26日，日内瓦会议召开。这次会议是中国首次以五大国之一的地位和身份参加讨论重大国际问题的会议，会议主要讨论如何和平解决朝鲜问题和关于恢复印度支那和平问题。以周恩来为首的中国代表团团结一切可以团结的国际力量，为会议达成协议做出了重大贡献。 ????????
75,#您好安徽#【世界知识产权日】根据中国和阿尔及利亚在1999年的提案，世界知识产权组织在2000年召开的第三十五届成员大会上通过决议，决定从2001年起，将每年的4月26日定为“世界知识产权日，旨在全世界范围内树立尊重知识，崇尚科学和保护知识产权的意识，营造鼓励知识创新和保护知识产权的法律环境。 ????????
76,#晚安心语#山崩了，别害怕，我们在你身边；地裂了，别害怕，我们都是一家人。这个世界需要爱，爱能点燃心中的梦想；这个世界需要爱，爱能托起美好的明天。让我们一起点亮心中的蜡烛，为雅安祈福！我们与你同在！ ????????
77,#生活贴士#【久坐抖抖腿促进血液循环】办公室一族长期坐在座位上，不仅压迫了神经和血管的流通，也会造成下肢肿痛。这时，适当抖抖腿可以促进静脉血液流动，让血液回流加快，酸胀感和疲劳感也就得以缓解。另外，抖腿还可以燃烧腿部脂肪，具有瘦身的作用。话说小编正在抖腿中…… ????????
78,#四川雅安地震#【义勇抢险军——武警四川总队17名官兵】这几天，宝兴县雨水不断，灵关镇一处山体裂缝，三位高龄老人被困村中。武警四川总队的17名官兵穿越十几个危险的塌方地带后进入村子，一路上，你累了换我来背，山路湿滑、陡峭，背上的老人却始终安稳。经过半个多小时的接力，顺利地背出了老人。 ????????
79,#山水安徽#【秋浦河】秋浦河发源于石台县，至贵池杏花村杜坞入长江，全长180公里，沿岸风光旖旎，有古石城遗址、昭明钓台、仰天堂等名胜古迹。诗仙李白曾“五到秋浦”，留下了45首瑰丽的诗篇。后世历史名人骚客纷纷踏踪而来，寻幽访胜，留下了数以万计的诗文佳作，故这里也被誉为“流淌着诗的河”。 ????????
80,#民生连线#【合肥主要医院“五一”实行无假日门诊】“五一”小长假即将到来，省城主要医院在小长假期间均实行“无假日”门诊，但部分排班会有调整。医院提醒：小长假期间可能迎来就诊小高峰，如果需要就诊，可通过网络或电话预约，或提前拨打医院电话咨询。“五一”部分医院“无假日”门诊安排见下图： ????????
81,#微播江淮#【长江淮河黄山巢湖入选全国重点推动的百个项目】中央文明办日前决定开展山川河流志愿服务活动，我省长江、淮河及黄山、巢湖入选。此次活动旨在引导人们树立节约资源、保护环境的生产方式和生活方式。近期黄山风景区将举行“保护黄山志愿服务活动”，引导游客低碳出行、文明游览、保护黄山。 ????????
82,#微播江淮#【我省五县市区获评“全国生态文明先进县”】日前在北京举行的第三届全国生态文明建设发展论坛上，我省来安、灵璧、天长、休宁四县市及淮南市毛集实验区获评“全国生态文明先进县”。据悉，全国有300多个县参与申报“全国生态文明先进县”，最终45个县区入围。 ????????
83,#安徽好人#【亳州老军人为地震灾区献爱心】23日下午，亳州市谯城区民政系统干部职工自发组织起来，为雅安地震灾区捐款，当日共筹集善款4165元。捐款人群中，几十名来自谯城区光荣院的老院民们显得尤为显眼。今年83岁的抗美援朝老兵王显乐拄着拐杖走到捐款箱旁，将自己积攒的50元钱放入捐款箱。 ????????
84,#敬请关注#【我省2013高考招生方案昨日公布】今年高考时间依然是6月7日和8日。和去年相比，今年志愿填报时间有所提前，高职专科批次甚至提前了26天。已参加高职院校自主招生且被录取的考生，今年不得再参加高考。继续实行“平行志愿”，但普通文理科“征集志愿”和“降分征集志愿”专业志愿有了改变。 ????????
85,#敬请关注#【我省中考方案公布】今年我省中考方案较往年有一些变化：政策性加分进一步“瘦身”，归侨、华侨子女、归侨子女加分政策被取消；进城务工人员随迁子女可以根据本人意愿选择在流入地就读学校或回原籍参加考试；语文考试允许使用《新华字典》；听力残障学生经教育主管部门核准可免试英语听力。 ????????
86,【张宝顺：用中国梦凝心聚力 为中国梦团结奋斗】今日《安徽日报》刊发安徽省委书记张宝顺署名文章。张宝顺强调，中国梦的提出，升华了我们党的执政理念，是当今中国的高昂旋律和精神旗帜，具有强大的凝聚力和感召力。我们要用中国梦统一思想、凝聚力量、推动工作，为实现中华民族伟大复兴而团结奋斗。 ????????
87,#微播江淮#【我省开展呵护民营小微企“雏鹰行动”计划 】从今年起连续5年，省财政每年安排11亿元扶持民营经济发展专项资金，支持民营小微企业固定资产投资贷款贴息、研发和担保贴费等。今年新认定50个左右省级产业集群专业镇，对一些成长性好、在集群发展中起关键作用的小微企业给予重点支持。 ????????
88,#微播江淮#【民营经济担当安徽稳增长“主力军”】一季度，全省规模以上工业中，民营经济实现增加值1251.1亿元，增长19.4%，占全部规模以上工业的63.1%，对全省工业增长的贡献率为76.5%。民营经济成为拉动增长的主角，为首季我省工业以15.2%的增速跃升至全国第二作出了重要贡献。O网页链接 ????????
89,#四川雅安地址#【当涂籍军医抢救重伤女孩 夫妻俩同赴芦山抗震】我省当涂籍军医苏加庆和当护士的妻子在地震当天便主动请缨，夫妻俩同赴芦山抗震。刚刚抵达芦山，苏加庆就接到一台急救手术，伤者是一名来自灵关镇的12岁女孩。伤情很严重，生命危急。经过两小时的紧张手术女孩转危为安。当涂军医好样的！ ????????
90,#四川雅安地震#【进危房抢救财物遇余震 阜阳蓝天救援队经历惊险时刻】昨日，芦山县龙门乡五星村一名村民前来求助，希望救援队帮忙从家中取出存折。在仔细查看现场情况后，队员们冒险上了二楼，破窗而入，顺利拿到存折。突然余震发生，所幸未对楼房造成太大影响，队员们随后又抢救出一台彩电。 ????????
91,#四川雅安地震#【世界防治疟疾日：大震之后不要大疫！】目前震区救治重点已转移到卫生防疫上。震后供水系统、居住环境、卫生设施被破坏，灾民免疫力普遍下降，若污水、垃圾、排泄物处理不当，极易形成大量传染病源。近两天气温偏高，恐蚊蝇滋生，致疟疾暴发的可能性增大。请扩散！Via:@央视新闻 ????????
92,#历史上的今天#【我国参加联合国成立大会】1945年4月25日，联合国大会在美国旧金山开幕。6月26日闭幕。50个国家的282名代表参加。宋子文、董必武分别代表国民党政府和解放区签了字。会议签署了《联合国宪章》等文件。图为中国代表顾维多钧（左1）与美、苏、英、法等国代表讨论《联合国宪章》草案。 ????????
