ID,微博内容
72,【石家庄：街头300张百元钞散落 红衣女子展双臂维护】昨天上午，廖先生不小心将300张百元大钞散落在石市槐中路上，让他颇感欣慰的是，除了帮他捡钱的两个陌生人外，过往行人和车辆见后，纷纷绕道而行。最终廖先生的300张百元大钞全部捡回，一张不少。O石家庄街头300张百元钞散落 红衣女子展双臂维护[雷锋]都是厚道人！ ????????
73,【悬赏缉凶：见到这3人速报警】14年9月23日11时许，广东博罗县一商场门前路口处，冯某在此用摩托车候客时，被3名男子持刀捅伤，抢救无效死亡。图中3男子有重大作案嫌疑↓↓对提供重要线索或直接抓获嫌犯的，博罗警方将予5万元奖励。如有线索，请报警或联系黄警官13829930030、朱警官13902662273 ????????
74,【家长注意！这种“电子烟” 有孩子吸食后头晕】雷女士的儿子是江西九江三年级学生。近日，她意外发现儿子躲在角落吸一根塑料东西，还能吐出烟来，孩子当日即头晕、想呕吐。这东西叫“电子烟”，大多没有标名称、成分、厂家等信息，雷女士担心成分不明。O小学周边店铺售卖“电子烟”扩散提醒！ ????????
75,"【法制日报：政法机关高举法治利剑忠实履职】""你是幸福的，我是快乐的！""这是常州红梅西村社区民警黄强在工作日记本扉页上写的一句话。其社区有100家小商铺，实有人口3000户近9000人，却做到320天零发案，创下基础信息采集率、群众安全感、群众满意度三个100%成绩，被称为“守护神”、贴心“老娘舅”↓ ????????"
76,【警惕！江苏一女子车里玩手机遭遇“拉车门”抢劫】25日晚，扬州高邮的何女士把车停在超市门口等人，低头玩手机时俩陌生男子突然从侧面上车，卡住她脖子，抢走2700元现金及两部手机。警方已抓获劫匪。治安局提示：无论时间长短，切记停车落锁。春节将至，更多女性单独驾车安全须知↓↓扩散！ ????????
77,【如何正确使用远光灯？】①夜间放慢车速比开启远光灯更有助安全 ②如照明条件良好，勿使用远光灯 ③遇到照明不佳的道路，远、近光灯交替使用 ④时常检查灯光状态，避免无意中开启远光灯 ⑤大雾天气禁用远光灯 ⑥SUV车身较高，应调低大灯角度。扩散周知！
78,【山东2女公交车上踩一脚 脱衣撕脸互殴10分钟】济宁汽车南站监控视频显示，一穿蓝衣女士下车后，将行李和孩子匆匆放到一边，就急忙转身逆着人流往公交里冲，被人拦住。蓝衣女挣脱后转到公交车前门，与一红衣女厮打起来…过程持续10多分钟。现双方因扰乱公共秩序，已被治安处罚。L山东2名女子公交车上踩一脚 脱衣撕脸互殴10分钟 ????????
79,【悬赏通告： 吉林警方悬赏5万抓杀人嫌犯】郑春吉，男，吉林人，55岁左右，身高1.80米左右。1月27日，在吉林省吉林市涉嫌将一家三口杀害。现在逃！有提供线索抓获该人的，奖励人民币伍万元。 知其下落者请报警，或直接联系民警王晓兵：13514450666，王维：13844223365。 O吉林一家三代3口人家中遇害 警方全城缉凶(图) ????????
80,【被远光灯晃怎么办？】虽说一再提醒慎用远光灯，可还是有不听话的。提醒：如被对向车晃：①减速慢行；②视线避开发光点；③闪几下远光灯提示对方、不要长开远光灯进行反攻。被后车晃：①使用防眩目后视镜：②安全前提下通过点刹给予后车提示；③再不行就放过去。
81,【孟建柱会见土耳其警察总局局长穆罕默德 郭声琨参加会见】孟建柱指出，中土执法安全合作是两国关系的重要组成部分。希望双方进一步加强在反恐、打击组织偷渡及其他跨国犯罪等方面的务实合作，以有效维护各自国家安全和地区稳定。O网页链接 ????????
82,【见到此人速报警！警方悬赏2万元】26日中午，宁波鄞州洞桥镇前王村发生一起故意伤害案，经查，一湖南籍男子隆某有重大嫌疑，现已潜逃，逃跑时着米黄色带帽上衣。发现线索请立即报警！对提供线索抓获犯罪嫌疑人的 ，@鄞州公安 将予贰万元奖励。联系人徐警官 13957433523或110L【贰万元悬赏协查】鄞州公安20150126故意伤害... ????????
83,【一手举吊瓶一手指挥交通 岳塘女交警被赞“最美交警”】早上7点40分，湖南湘潭一位66岁的老人在路口摔倒，交警娄淑云发现后立即拨打110通知救护车赶到现场。为确保老人和医生的安全，娄淑云一边帮医生拿吊瓶一边指挥车辆避让…网友拍下这一幕称，“感谢有他们守护着我们！”O一手举吊瓶一手指挥交通??岳塘女交警被赞“最美... ????????
84,【小心！这些“危险食物”容易噎住宝宝】①果冻；②麻花、糖果；③鱿鱼丝、牛肉干；④花生酱；⑤坚果类；⑥樱桃、龙眼、葡萄等小巧带核水果；⑦芹菜、豆芽等不易嚼烂的多纤维蔬菜；⑧无法嚼烂的大肉块；⑨长面；⑩多刺的鱼。为孩子安全，扩散周知！
85,被撞环卫女工张四环，今年60岁，事后头部缝了3针，肺部挫伤，右大腿骨折。肇事者，抓紧向警方投案！
86,【专骗赌博的！特制眼镜、针孔摄影机、无线传输，你根本赢不了】戴一种眼镜，看一眼对方的扑克牌，就能从背面判断花色和大小…近日，西安警方抓获一嫌犯，搜出大量赌博作弊工具。他和团伙，用针孔摄像头偷拍，传到显示器，再用微型耳机传送，全程无线！治安局提醒：发现组织赌博犯罪团伙请报警！ ????????
87,【云南90后盗窃团伙钻研《孙子兵法》：干事要有谋略】为不被警察抓到，撬砸车辆盗窃财物的90后和00后竟读起《孙子兵法》：“出来做事就是‘心理战’，空城计、围魏救赵…只要有胆量，就没干不成的事。要想不被警察抓，就要有谋略。”警方已抓获7名涉案成员。O云南一盗窃团伙为“业务”钻研《孙子兵法》哈秀...咋能不让他得逞？↓ ????????
88,"【肇事者站出来！武汉环卫工被撞哀求送医 司机将其抱入花坛后逃逸】27日晨，黄陂盘龙城川龙大道上一位女环卫工被一辆白色小车撞倒在地，该环卫工向下车查看的肇事者哀求""把我送到医院去""，不料对方将她抱入花坛后驾车开溜。警方已介入调查。O武汉环卫女工被撞哀求送医 司机将其抱入花坛... 吁请知请者提供线索！扩散！ ????????"
89,【安徽：精神病人持刀砍人 民警奋勇夺刀】25日上午，铜陵顺安派出所接警称，顺安街有持刀精神病人见人追砍，警方赶到现场后，见一名50来岁男子手持长约50公分砍柴弯刀，一路骂骂咧咧挥舞着。辅警孔辉首当其冲上前制止，凭借良好身体素质，在被打一拳的情况下依然奋力夺下弯刀。#派出所的那些事儿# ????????
90,【孟建柱会见澳门保安司司长黄少泽 郭声琨参加】孟建柱指出，澳门社会治安持续保持良好，凝聚着澳门保安部队的智慧和力量。目前，澳门保安范畴领导层实现顺利交接，希望大家立足当前、着眼长远，在新的岗位上履职尽责、再接再厉，为维护国家安全和澳门长期繁荣稳定作出新贡献。O网页链接 ????????
91,【可恶！远光灯太刺眼司机失盲 车子冲上天桥四脚朝天】近日晚，桂林。一辆轿车撞上天桥护栏，在空中翻了个身，底朝天摔在马路上，所幸无人员伤亡。事发时，司机赵某被对向车道的远光灯闪了眼，瞬间失盲，担心撞车，下意识往右打了把方向，却撞上护栏…为了公共安全，请合理使用远光灯！转，呼吁！ ????????
92,#派出所的那些事儿#【重庆：卖菜老人公交上昏倒 民警凑钱高价买菜】近日，60岁农民张老汉在公交车上突然昏倒，幸被迅速赶到的大坪派出所民警送医后恢复。经了解，张老汉夫妇的生活全靠卖菜支撑，菜卖不出去恐怕要烂掉浪费了…派出所民警得知后，很快凑出500元钱将老人的菜都包了！O卖菜翁公交车上昏倒 民警凑钱买下一筐菜 ????????
93,【紧急扩散！小心人贩子！这10个答案一定教给孩子！】前天，河北一名8岁女童失踪，监控显示是被一男子带走！母亲直哭，幸亏警方连夜寻找，昨天孩子被找到。孩子丢失事件不时发生，戳图，10个要教会孩子的问题，一定转给每个人！提醒：儿童和少女失踪立即报警，不用等24小时！扩散周知！ ????????
94,【#换领身份证#“免丑”大招↓↓ 】还有其他“免丑”窍门的，快快贡献出来！同时，治安局再次提醒：1.办理、换领新身份证时需采集指纹信息。为不影响正常生活，有换新证需求的童鞋，可提前3个月办理；2.面部整容后请及时换新身份证， 别忘提供整容证明。其实掌握好技巧，拍照也能美美哒↓ ????????
95,【必学！卡被盗刷后 这样做可减损】张先生人在广州，银行卡平时随身携带，未发生过遗失、被盗等情况，也未将密码泄露给他人，却被他人在湛江取走7万元。他①立即挂失；②迅速报案证明真卡在己身↓↓…故近日在对发卡行的诉讼中，成功令法院判定伪卡取款，获银行赔偿九成损失。O卡在广州钱在湛江被盗7万 ????????
96,【馒头噎住千万别喂水！3岁男童第一时间抢救不当噎死】近日，浙江慈溪一位妈妈喂3岁儿子吃馒头，吃着吃着噎住了，母亲使劲给喂水，看儿子没反应，脸色发青，才把其送到医院，但最终抢救无效…很多人认为呛住了就要喝水，其实这样只会加重引起呛咳，严重还会引起窒息。O馒头噎住千万别喂水 3岁男童抢救不当噎死家长请注意↓ ????????
97,再次提醒：天冷了，到自助加油站加油，这几个安全隐患千万得小心：1、衣服抖动（特别是毛衣），易产生静电，导致起火；2、加油时抽烟，易导致起火；3、加油站内打电话，易导致起火（打电话易产生静电）；4、摩托车、汽车未熄火加油，易起火（排放尾气时易产生静电）。
